414, 546
141, 546
339, 546
509, 546
443, 546
204, 296
23, 296
131, 296
73, 296
161, 296
8, 296
286, 296
196, 296
204, 309
23, 309
131, 309
73, 309
161, 309
296, 309
8, 309
286, 309
196, 309
23, 204
161, 204
131, 204
73, 204
8, 204
196, 204
204, 396
23, 396
131, 396
73, 396
161, 396
296, 396
309, 396
8, 396
382, 396
343, 396
375, 396
286, 396
196, 396
204, 865
23, 865
131, 865
73, 865
296, 865
309, 865
396, 865
161, 865
598, 865
8, 865
375, 865
286, 865
196, 865
382, 865
343, 865
204, 929
23, 929
131, 929
73, 929
865, 929
161, 929
872, 929
396, 929
296, 929
309, 929
892, 929
903, 929
598, 929
8, 929
375, 929
286, 929
196, 929
382, 929
343, 929
204, 892
23, 892
131, 892
73, 892
865, 892
161, 892
872, 892
396, 892
296, 892
309, 892
598, 892
8, 892
375, 892
286, 892
196, 892
382, 892
343, 892
204, 903
23, 903
131, 903
73, 903
865, 903
161, 903
872, 903
396, 903
296, 903
309, 903
892, 903
598, 903
8, 903
375, 903
286, 903
196, 903
382, 903
343, 903
204, 1120
23, 1120
131, 1120
73, 1120
865, 1120
161, 1120
872, 1120
396, 1120
929, 1120
903, 1120
296, 1120
309, 1120
892, 1120
942, 1120
598, 1120
8, 1120
1096, 1120
375, 1120
286, 1120
957, 1120
196, 1120
382, 1120
343, 1120
204, 942
23, 942
131, 942
73, 942
865, 942
161, 942
872, 942
396, 942
929, 942
903, 942
892, 942
296, 942
309, 942
598, 942
8, 942
375, 942
286, 942
196, 942
382, 942
343, 942
204, 872
23, 872
131, 872
73, 872
865, 872
161, 872
296, 872
309, 872
396, 872
598, 872
8, 872
375, 872
382, 872
343, 872
286, 872
196, 872
204, 598
23, 598
131, 598
73, 598
161, 598
396, 598
296, 598
309, 598
8, 598
375, 598
286, 598
196, 598
382, 598
343, 598
916, 1236
335, 1236
274, 1236
379, 1236
429, 1236
1235, 1236
973, 1236
193, 1236
388, 1236
706, 1236
30, 1236
487, 1236
667, 1236
951, 1236
552, 1236
791, 1236
360, 1236
851, 1236
308, 578
561, 578
3, 578
159, 578
460, 965
101, 965
563, 965
63, 1169
70, 1169
1046, 1169
607, 1169
83, 1169
1169, 1200
607, 1200
70, 1200
1046, 1200
63, 1200
83, 1200
225, 934
563, 1272
101, 1272
965, 1272
460, 1272
101, 563
460, 563
584, 607
63, 607
70, 607
83, 607
23, 161
131, 161
73, 161
8, 161
23, 131
73, 131
8, 131
23, 73
8, 73
397, 1077
602, 1077
469, 1077
565, 1077
1076, 1077
627, 1077
491, 1077
1000, 1077
92, 205
147, 205
48, 205
50, 205
118, 466
441, 466
209, 466
53, 466
126, 466
239, 466
315, 466
117, 466
416, 466
252, 466
452, 466
207, 466
363, 466
51, 466
7, 466
241, 466
288, 466
215, 466
466, 478
118, 478
441, 478
126, 478
209, 478
53, 478
239, 478
315, 478
117, 478
416, 478
252, 478
452, 478
207, 478
363, 478
51, 478
7, 478
241, 478
288, 478
215, 478
441, 754
207, 754
239, 754
664, 754
712, 754
466, 754
126, 754
478, 754
209, 754
53, 754
539, 754
626, 754
682, 754
586, 754
567, 754
668, 754
315, 754
118, 754
117, 754
416, 754
252, 754
452, 754
553, 754
506, 754
601, 754
560, 754
363, 754
51, 754
7, 754
241, 754
288, 754
697, 754
215, 754
207, 441
239, 441
209, 441
53, 441
126, 441
315, 441
118, 441
117, 441
416, 441
252, 441
363, 441
51, 441
7, 441
241, 441
288, 441
215, 441
815, 901
480, 901
255, 901
85, 901
433, 901
815, 919
901, 919
480, 919
255, 919
85, 919
433, 919
397, 565
469, 565
491, 565
565, 602
397, 602
469, 602
491, 602
308, 561
3, 561
159, 561
335, 916
274, 916
379, 916
429, 916
388, 916
193, 916
706, 916
30, 916
487, 916
667, 916
552, 916
791, 916
360, 916
851, 916
388, 851
429, 851
379, 851
335, 851
706, 851
360, 851
274, 851
791, 851
667, 851
552, 851
487, 851
193, 851
30, 851
388, 973
851, 973
429, 973
379, 973
335, 973
916, 973
706, 973
360, 973
274, 973
791, 973
667, 973
552, 973
487, 973
193, 973
30, 973
951, 973
767, 804
737, 804
737, 767
274, 335
193, 335
30, 335
335, 379
274, 379
193, 379
30, 379
360, 379
607, 1046
70, 1046
63, 1046
83, 1046
28, 1009
435, 1287
355, 1287
189, 1287
95, 1287
451, 1287
1206, 1287
683, 1287
219, 1283
362, 1283
907, 1283
741, 1283
108, 1283
152, 1283
655, 1283
528, 1283
945, 1283
1264, 1283
515, 1283
143, 1283
974, 1048
10, 1159
591, 1175
1084, 1175
35, 1175
523, 1175
722, 1175
1133, 1175
104, 1175
660, 1175
1107, 1175
761, 1175
571, 1175
993, 1175
910, 1175
314, 1175
1175, 1192
523, 1192
722, 1192
1084, 1192
104, 1192
591, 1192
35, 1192
1133, 1192
660, 1192
571, 1192
993, 1192
314, 1192
1107, 1192
761, 1192
910, 1192
684, 1275
558, 759
428, 759
103, 759
697, 712
252, 712
416, 712
664, 712
209, 712
53, 712
539, 712
626, 712
126, 712
239, 712
682, 712
586, 712
567, 712
668, 712
315, 712
118, 712
117, 712
452, 712
553, 712
506, 712
207, 712
478, 712
601, 712
560, 712
363, 712
51, 712
7, 712
241, 712
288, 712
441, 712
466, 712
215, 712
712, 829
697, 829
252, 829
416, 829
664, 829
441, 829
466, 829
126, 829
478, 829
209, 829
53, 829
539, 829
626, 829
239, 829
682, 829
586, 829
567, 829
668, 829
315, 829
754, 829
118, 829
117, 829
452, 829
553, 829
506, 829
207, 829
601, 829
560, 829
363, 829
51, 829
7, 829
241, 829
288, 829
215, 829
397, 469
219, 907
362, 907
741, 907
152, 907
655, 907
528, 907
515, 907
143, 907
108, 907
179, 853
518, 853
145, 659
423, 659
659, 922
423, 922
145, 922
1107, 1211
1175, 1211
571, 1211
993, 1211
314, 1211
104, 1211
761, 1211
660, 1211
1133, 1211
1192, 1211
722, 1211
523, 1211
1084, 1211
910, 1211
591, 1211
35, 1211
63, 70
70, 83
63, 83
778, 1008
681, 1008
22, 1008
959, 1008
97, 1008
316, 1008
468, 1008
701, 1008
392, 1008
690, 1008
136, 1008
574, 1008
168, 1008
351, 604
175, 604
504, 604
290, 604
351, 504
175, 504
290, 504
458, 504
175, 351
290, 351
351, 1219
604, 1219
504, 1219
175, 1219
958, 1219
696, 1219
926, 1219
290, 1219
1123, 1250
939, 1250
288, 1250
117, 1250
7, 1250
1148, 1250
506, 1250
912, 1250
363, 1250
981, 1250
911, 1250
586, 1250
567, 1250
553, 1250
664, 1250
209, 1250
53, 1250
1182, 1250
539, 1250
626, 1250
126, 1250
239, 1250
682, 1250
1012, 1250
668, 1250
315, 1250
754, 1250
118, 1250
1034, 1250
712, 1250
416, 1250
252, 1250
452, 1250
207, 1250
1143, 1250
478, 1250
601, 1250
560, 1250
51, 1250
241, 1250
1199, 1250
829, 1250
1075, 1250
441, 1250
697, 1250
466, 1250
215, 1250
1250, 1265
1123, 1265
912, 1265
981, 1265
911, 1265
939, 1265
117, 1265
1148, 1265
506, 1265
288, 1265
7, 1265
363, 1265
586, 1265
567, 1265
553, 1265
664, 1265
712, 1265
441, 1265
1034, 1265
466, 1265
1199, 1265
126, 1265
478, 1265
829, 1265
754, 1265
416, 1265
626, 1265
668, 1265
315, 1265
209, 1265
53, 1265
1182, 1265
539, 1265
239, 1265
682, 1265
1012, 1265
118, 1265
252, 1265
452, 1265
207, 1265
1143, 1265
601, 1265
560, 1265
51, 1265
241, 1265
1075, 1265
697, 1265
215, 1265
751, 1042
233, 1042
867, 1042
953, 1042
34, 208
129, 410
236, 410
158, 410
337, 410
129, 748
236, 748
410, 748
158, 748
337, 748
129, 913
236, 913
410, 913
748, 913
158, 913
832, 913
820, 913
337, 913
129, 158
129, 236
158, 236
472, 521
285, 521
157, 1121
523, 591
104, 591
35, 591
571, 591
314, 591
523, 1084
722, 1084
591, 1084
35, 1084
104, 1084
660, 1084
571, 1084
993, 1084
314, 1084
761, 1084
910, 1084
35, 523
104, 523
314, 523
523, 722
591, 722
35, 722
104, 722
660, 722
571, 722
314, 722
523, 1133
722, 1133
1084, 1133
104, 1133
591, 1133
35, 1133
660, 1133
571, 1133
993, 1133
314, 1133
1107, 1133
761, 1133
910, 1133
523, 660
104, 660
591, 660
35, 660
571, 660
314, 660
113, 967
780, 967
232, 967
154, 967
967, 983
780, 983
113, 983
232, 983
154, 983
497, 925
728, 852
852, 881
728, 881
113, 780
232, 780
154, 780
95, 435
355, 435
189, 435
95, 355
189, 355
95, 189
95, 451
435, 451
355, 451
189, 451
95, 1206
683, 1206
451, 1206
435, 1206
189, 1206
355, 1206
95, 683
435, 683
355, 683
189, 683
451, 683
939, 1123
288, 1123
117, 1123
7, 1123
506, 1123
912, 1123
363, 1123
981, 1123
911, 1123
586, 1123
567, 1123
553, 1123
664, 1123
712, 1123
441, 1123
1034, 1123
466, 1123
126, 1123
478, 1123
829, 1123
209, 1123
53, 1123
539, 1123
626, 1123
239, 1123
682, 1123
1012, 1123
668, 1123
315, 1123
754, 1123
118, 1123
416, 1123
252, 1123
452, 1123
207, 1123
601, 1123
560, 1123
51, 1123
241, 1123
1075, 1123
697, 1123
215, 1123
1123, 1148
912, 1148
981, 1148
911, 1148
939, 1148
117, 1148
288, 1148
7, 1148
506, 1148
363, 1148
586, 1148
567, 1148
553, 1148
664, 1148
712, 1148
441, 1148
1034, 1148
466, 1148
126, 1148
478, 1148
829, 1148
754, 1148
416, 1148
626, 1148
668, 1148
315, 1148
697, 1148
601, 1148
209, 1148
53, 1148
539, 1148
239, 1148
682, 1148
1012, 1148
118, 1148
252, 1148
452, 1148
207, 1148
1143, 1148
560, 1148
51, 1148
241, 1148
1075, 1148
215, 1148
85, 1289
480, 1289
255, 1289
815, 1289
919, 1289
1058, 1289
433, 1289
901, 1289
416, 697
252, 697
664, 697
441, 697
466, 697
126, 697
478, 697
626, 697
668, 697
315, 697
117, 697
553, 697
209, 697
53, 697
539, 697
239, 697
682, 697
586, 697
567, 697
118, 697
452, 697
506, 697
207, 697
601, 697
560, 697
363, 697
51, 697
7, 697
241, 697
288, 697
215, 697
252, 416
126, 416
209, 416
53, 416
239, 416
315, 416
118, 416
117, 416
207, 416
363, 416
51, 416
7, 416
241, 416
288, 416
215, 416
35, 104
357, 1292
271, 1292
551, 1292
72, 84
3, 159
3, 593
159, 593
578, 593
561, 593
308, 593
3, 1115
159, 1115
593, 1115
578, 1115
561, 1115
308, 1115
40, 176
912, 939
911, 939
288, 939
117, 939
7, 939
506, 939
363, 939
586, 939
567, 939
553, 939
664, 939
712, 939
441, 939
466, 939
126, 939
478, 939
829, 939
754, 939
416, 939
626, 939
668, 939
315, 939
697, 939
601, 939
209, 939
53, 939
252, 939
682, 939
539, 939
239, 939
118, 939
452, 939
207, 939
560, 939
51, 939
241, 939
215, 939
288, 912
117, 912
7, 912
506, 912
363, 912
911, 912
586, 912
567, 912
553, 912
664, 912
712, 912
441, 912
466, 912
126, 912
478, 912
829, 912
754, 912
416, 912
626, 912
209, 912
53, 912
539, 912
239, 912
682, 912
668, 912
315, 912
118, 912
252, 912
452, 912
207, 912
601, 912
560, 912
51, 912
241, 912
697, 912
215, 912
912, 981
939, 981
288, 981
117, 981
7, 981
506, 981
363, 981
911, 981
586, 981
567, 981
553, 981
664, 981
712, 981
441, 981
466, 981
126, 981
478, 981
829, 981
754, 981
416, 981
626, 981
668, 981
315, 981
697, 981
601, 981
209, 981
53, 981
252, 981
682, 981
452, 981
539, 981
239, 981
118, 981
207, 981
560, 981
51, 981
241, 981
215, 981
209, 452
51, 452
53, 452
441, 452
126, 452
416, 452
315, 452
117, 452
252, 452
239, 452
118, 452
207, 452
363, 452
7, 452
241, 452
288, 452
215, 452
51, 209
53, 209
126, 209
117, 209
118, 209
207, 209
7, 209
209, 668
452, 668
51, 668
53, 668
560, 668
664, 668
441, 668
466, 668
126, 668
478, 668
416, 668
626, 668
539, 668
239, 668
586, 668
567, 668
315, 668
118, 668
117, 668
252, 668
553, 668
506, 668
207, 668
601, 668
363, 668
7, 668
241, 668
288, 668
215, 668
209, 560
452, 560
